date,time_slot,price,load_rate,(调控后)日前预测价格(元/MWh),边界数据类型,竞价空间(MW),新能源负荷(MW),省调负荷(MW),联络线计划(MW),日前在线机组容量(MW)
2025-01-04,10:45,22.15,45.0,,,,,,,
2025-01-04,11:00,22.37,43.7,,,,,,,
2025-01-04,11:15,22.73,43.3,,,,,,,
2025-01-04,11:30,22.68,42.6,,,,,,,
2025-01-04,11:45,22.63,41.5,,,,,,,
2025-01-04,12:00,22.58,38.5,,,,,,,
2025-01-04,12:15,23.41,36.1,,,,,,,
2025-01-04,12:30,23.27,35.8,,,,,,,
2025-01-04,12:45,23.24,34.3,,,,,,,
2025-01-04,13:00,23.2,33.6,,,,,,,
2025-01-04,13:15,23.15,33.6,,,,,,,
2025-01-04,13:30,23.11,34.0,,,,,,,
2025-01-04,13:45,23.1,34.3,,,,,,,
2025-01-04,14:00,22.88,35.8,,,,,,,
2025-01-04,14:15,22.45,37.1,,,,,,,
2025-01-04,14:30,22.44,38.1,,,,,,,
2025-01-04,14:45,22.53,41.0,,,,,,,
2025-01-04,15:00,22.5,42.6,,,,,,,
2025-01-04,15:15,21.8,43.2,,,,,,,
2025-01-04,15:30,21.67,45.2,,,,,,,
2025-01-04,15:45,112.66,47.3,,,,,,,
2025-01-04,16:00,28.81,49.1,,,,,,,
2025-01-04,16:15,231.28,53.1,,,,,,,
2025-01-04,16:30,260.0,56.4,,,,,,,
2025-01-04,16:45,260.0,59.4,,,,,,,
2025-01-04,17:00,260.0,61.2,,,,,,,
2025-01-04,17:15,275.0,62.2,,,,,,,
2025-01-04,17:30,270.0,64.0,,,,,,,
2025-01-04,17:45,270.0,65.5,,,,,,,
2025-01-04,18:00,270.0,65.9,,,,,,,
2025-01-04,18:15,270.0,66.1,,,,,,,
2025-01-04,18:30,268.0,65.7,,,,,,,
2025-01-04,18:45,260.0,64.9,,,,,,,
2025-01-04,19:00,260.0,65.2,,,,,,,
2025-01-04,19:15,260.0,63.6,,,,,,,
2025-01-04,19:30,260.0,63.4,,,,,,,
2025-01-04,19:45,260.0,63.3,,,,,,,
2025-01-04,20:00,260.0,62.8,,,,,,,
2025-01-04,20:15,260.0,62.8,,,,,,,
2025-01-04,20:30,270.0,63.7,,,,,,,
2025-01-04,20:45,258.0,64.2,,,,,,,
2025-01-04,21:00,270.0,63.8,,,,,,,
2025-01-04,21:15,275.0,63.7,,,,,,,
2025-01-04,21:30,290.0,64.2,,,,,,,
2025-01-04,21:45,270.0,64.1,,,,,,,
2025-01-04,22:00,285.0,63.8,,,,,,,
2025-01-04,22:15,280.0,63.7,,,,,,,
2025-01-04,22:30,280.0,62.5,,,,,,,
2025-01-04,22:45,260.0,61.1,,,,,,,
2025-01-04,23:00,260.0,59.7,,,,,,,
2025-01-04,23:15,260.0,59.4,,,,,,,
2025-01-04,23:30,260.0,58.5,,,,,,,
2025-01-04,23:45,260.0,58.0,,,,,,,
2025-01-04,24:00,260.0,58.0,,,,,,,
2025-01-05,00:15,250.0,54.2,,,,,,,
2025-01-05,00:30,250.0,54.7,,,,,,,
2025-01-05,00:45,250.0,54.4,,,,,,,
2025-01-05,01:00,250.0,54.2,,,,,,,
2025-01-05,01:15,232.53,53.5,,,,,,,
2025-01-05,01:30,212.32,53.1,,,,,,,
2025-01-05,01:45,250.0,52.9,,,,,,,
2025-01-05,02:00,250.0,52.6,,,,,,,
2025-01-05,02:15,213.26,52.7,,,,,,,
2025-01-05,02:30,20.75,52.3,,,,,,,
2025-01-05,02:45,20.78,52.7,,,,,,,
2025-01-05,03:00,20.99,52.3,,,,,,,
2025-01-05,03:15,21.0,52.4,,,,,,,
2025-01-05,03:30,21.04,52.2,,,,,,,
2025-01-05,03:45,112.56,52.0,,,,,,,
2025-01-05,04:00,21.08,51.9,,,,,,,
2025-01-05,04:15,39.29,52.2,,,,,,,
2025-01-05,04:30,21.14,52.1,,,,,,,
2025-01-05,04:45,112.54,52.2,,,,,,,
2025-01-05,05:00,204.14,52.5,,,,,,,
2025-01-05,05:15,204.18,52.9,,,,,,,
2025-01-05,05:30,215.15,53.6,,,,,,,
2025-01-05,05:45,248.16,53.3,,,,,,,
2025-01-05,06:00,250.0,54.0,,,,,,,
2025-01-05,06:15,235.32,54.8,,,,,,,
2025-01-05,06:30,264.0,55.8,,,,,,,
2025-01-05,06:45,260.0,57.0,,,,,,,
2025-01-05,07:00,270.0,57.9,,,,,,,
2025-01-05,07:15,265.0,58.5,,,,,,,
2025-01-05,07:30,282.0,59.7,,,,,,,
2025-01-05,07:45,280.0,61.0,,,,,,,
2025-01-05,08:00,290.0,61.5,,,,,,,
2025-01-05,08:15,280.0,61.5,,,,,,,
2025-01-05,08:30,286.0,59.7,,,,,,,
2025-01-05,08:45,259.0,56.7,,,,,,,
2025-01-05,09:00,250.0,52.7,,,,,,,
2025-01-05,09:15,112.27,48.9,,,,,,,
2025-01-05,09:30,20.58,43.8,,,,,,,
2025-01-05,09:45,20.61,40.1,,,,,,,
2025-01-05,10:00,21.02,38.3,,,,,,,
2025-01-05,10:15,21.91,40.4,,,,,,,
2025-01-05,10:30,22.11,37.8,,,,,,,
2025-01-05,10:45,22.16,35.7,,,,,,,
2025-01-05,11:00,22.38,33.6,,,,,,,
2025-01-05,11:15,22.6,32.7,,,,,,,
2025-01-05,11:30,22.52,31.4,,,,,,,
2025-01-05,11:45,22.43,29.4,,,,,,,
2025-01-05,12:00,22.43,27.0,,,,,,,
2025-01-05,12:15,23.04,25.3,,,,,,,
2025-01-05,12:30,22.92,24.2,,,,,,,
2025-01-05,12:45,22.99,23.4,,,,,,,
2025-01-05,13:00,23.14,22.7,,,,,,,
2025-01-05,13:15,23.24,22.5,,,,,,,
2025-01-05,13:30,23.26,22.7,,,,,,,
2025-01-05,13:45,23.25,23.0,,,,,,,
2025-01-05,14:00,23.04,24.7,,,,,,,
2025-01-05,14:15,23.06,25.7,,,,,,,
2025-01-05,14:30,23.09,28.1,,,,,,,
2025-01-05,14:45,23.08,30.2,,,,,,,
2025-01-05,15:00,23.0,32.5,,,,,,,
2025-01-05,15:15,22.1,33.6,,,,,,,
2025-01-05,15:30,21.89,36.2,,,,,,,
2025-01-05,15:45,21.56,38.3,,,,,,,
2025-01-05,16:00,21.38,41.6,,,,,,,
2025-01-05,16:15,20.54,46.2,,,,,,,
2025-01-05,16:30,112.24,50.8,,,,,,,
2025-01-05,16:45,245.0,55.3,,,,,,,
2025-01-05,17:00,275.0,59.5,,,,,,,
2025-01-05,17:15,275.0,61.0,,,,,,,
2025-01-05,17:30,290.0,65.0,,,,,,,
2025-01-05,17:45,290.0,67.5,,,,,,,
2025-01-05,18:00,290.0,68.1,,,,,,,
2025-01-05,18:15,290.0,68.9,,,,,,,
2025-01-05,18:30,290.0,69.4,,,,,,,
2025-01-05,18:45,290.0,69.2,,,,,,,
2025-01-05,19:00,290.0,68.6,,,,,,,
2025-01-05,19:15,290.0,69.2,,,,,,,
2025-01-05,19:30,290.0,67.5,,,,,,,
2025-01-05,19:45,290.0,67.4,,,,,,,
2025-01-05,20:00,282.0,66.9,,,,,,,
2025-01-05,20:15,290.0,67.4,,,,,,,
2025-01-05,20:30,290.0,68.2,,,,,,,
2025-01-05,20:45,290.0,68.6,,,,,,,
2025-01-05,21:00,300.0,69.3,,,,,,,
2025-01-05,21:15,310.0,69.1,,,,,,,
2025-01-05,21:30,315.0,69.9,,,,,,,
2025-01-05,21:45,320.0,69.8,,,,,,,
2025-01-05,22:00,326.0,70.2,,,,,,,
2025-01-05,22:15,338.0,70.3,,,,,,,
2025-01-05,22:30,330.0,69.6,,,,,,,
2025-01-05,22:45,315.0,68.3,,,,,,,
2025-01-05,23:00,315.0,66.3,,,,,,,
2025-01-05,23:15,310.0,65.2,,,,,,,
2025-01-05,23:30,300.0,65.6,,,,,,,
2025-01-05,23:45,290.0,65.1,,,,,,,
2025-01-05,24:00,290.0,65.7,,,,,,,
2025-01-06,00:15,282.89,66.7,,,,,,,
2025-01-06,00:30,280.0,67.3,,,,,,,
2025-01-06,00:45,280.0,67.0,,,,,,,
2025-01-06,01:00,282.2,66.1,,,,,,,
2025-01-06,01:15,277.8,65.4,,,,,,,
2025-01-06,01:30,280.0,65.6,,,,,,,
2025-01-06,01:45,280.0,65.5,,,,,,,
2025-01-06,02:00,280.0,65.6,,,,,,,
2025-01-06,02:15,280.0,65.4,,,,,,,
2025-01-06,02:30,280.0,65.8,,,,,,,
2025-01-06,02:45,280.0,65.8,,,,,,,
2025-01-06,03:00,280.0,65.6,,,,,,,
2025-01-06,03:15,280.0,65.9,,,,,,,
2025-01-06,03:30,280.0,65.9,,,,,,,
2025-01-06,03:45,280.0,66.3,,,,,,,
2025-01-06,04:00,286.0,66.4,,,,,,,
2025-01-06,04:15,282.2,66.7,,,,,,,
2025-01-06,04:30,280.0,66.5,,,,,,,
2025-01-06,04:45,282.2,67.1,,,,,,,
2025-01-06,05:00,290.0,69.0,,,,,,,
2025-01-06,05:15,290.0,69.7,,,,,,,
2025-01-06,05:30,307.0,70.3,,,,,,,
2025-01-06,05:45,320.0,71.2,,,,,,,
2025-01-06,06:00,325.0,72.2,,,,,,,
2025-01-06,06:15,340.0,77.6,,,,,,,
2025-01-06,06:30,340.0,79.7,,,,,,,
2025-01-06,06:45,385.0,81.7,,,,,,,
2025-01-06,07:00,389.0,83.6,,,,,,,
2025-01-06,07:15,398.0,84.7,,,,,,,
2025-01-06,07:30,389.0,85.1,,,,,,,
2025-01-06,07:45,398.4,86.5,,,,,,,
2025-01-06,08:00,398.4,86.9,,,,,,,
2025-01-06,08:15,398.4,86.9,,,,,,,
2025-01-06,08:30,367.0,84.7,,,,,,,
2025-01-06,08:45,362.0,80.8,,,,,,,
2025-01-06,09:00,298.0,73.3,,,,,,,
2025-01-06,09:15,282.0,66.7,,,,,,,
2025-01-06,09:30,280.0,61.9,,,,,,,
2025-01-06,09:45,275.0,57.6,,,,,,,
2025-01-06,10:00,23.05,53.6,,,,,,,
2025-01-06,10:15,23.88,51.0,,,,,,,
2025-01-06,10:30,24.04,47.6,,,,,,,
2025-01-06,10:45,24.24,45.8,,,,,,,
2025-01-06,11:00,24.68,44.2,,,,,,,
2025-01-06,11:15,25.13,44.0,,,,,,,
2025-01-06,11:30,25.01,42.2,,,,,,,
2025-01-06,11:45,24.89,40.7,,,,,,,
2025-01-06,12:00,24.79,38.1,,,,,,,
2025-01-06,12:15,25.45,36.2,,,,,,,
2025-01-06,12:30,25.2,35.0,,,,,,,
